"country_name","country_code","anio","tasa de inflacion"
"República Centroafricana","CAF",2023,3.57480170924984
"Canadá","CAN",2000,4.37419903632332
"Canadá","CAN",2010,2.84863779561802
"Canadá","CAN",2023,1.3572659269347
"Europa Central y del Báltico","CEB",2000,5.53606175369798
"Europa Central y del Báltico","CEB",2010,0.920113149429753
"Europa Central y del Báltico","CEB",2023,9.86569270234997
"Suiza","CHE",2000,1.36728532051116
"Suiza","CHE",2010,0.312736587500311
"Suiza","CHE",2023,0.896277329147281
"Islas del Canal","CHI",2000,NA
"Islas del Canal","CHI",2010,2.31458551003772
"Islas del Canal","CHI",2023,5.75258289973107
"Chile","CHL",2000,4.56004348660028
"Chile","CHL",2010,8.85744148942345
"Chile","CHL",2023,6.58777169908957
"China","CHN",2000,2.09978437202267
"China","CHN",2010,6.92845731295996
"China","CHN",2023,-0.50570453916356
"Côte d'Ivoire","CIV",2000,1.60101728726917
"Côte d'Ivoire","CIV",2010,1.5162179241976
"Côte d'Ivoire","CIV",2023,2.55136540148222
"Camerún","CMR",2000,1.53156295867964
"Camerún","CMR",2010,0.688187082777645
"Camerún","CMR",2023,4.65972285962381
"Congo, República Democrática del","COD",2000,2630.1226744224
"Congo, República Democrática del","COD",2010,20.7863251488693
"Congo, República Democrática del","COD",2023,14.183736519641
"Congo, República del","COG",2000,47.0400830761822
"Congo, República del","COG",2010,29.4176837966296
"Congo, República del","COG",2023,-7.56770228699291
"Colombia","COL",2000,33.6753705095567
"Colombia","COL",2010,3.80486029146383
"Colombia","COL",2023,6.9523623210511
"Comoras","COM",2000,-4.46002451335903
"Comoras","COM",2010,0.682462151697223
"Comoras","COM",2023,5.6441347664765
"Cabo Verde","CPV",2000,-7.90110347163402
"Cabo Verde","CPV",2010,0.654415406092099
"Cabo Verde","CPV",2023,4.09632947552478
"Costa Rica","CRI",2000,9.38971354763002
"Costa Rica","CRI",2010,6.62884486179367
"Costa Rica","CRI",2023,-0.0879225971163464
"Estados pequeos del Caribe","CSS",2000,1.48990150444851
"Estados pequeos del Caribe","CSS",2010,3.11039463821389
"Estados pequeos del Caribe","CSS",2023,3.04806745664039
"Cuba","CUB",2000,1.74116359273691
"Cuba","CUB",2010,1.20204852948169
"Cuba","CUB",2023,40.0007086568723
"Curacao","CUW",2000,NA
"Curacao","CUW",2010,2.77999992864359
"Curacao","CUW",2023,2.40355185282858
"Islas Caimán","CYM",2000,NA
"Islas Caimán","CYM",2010,-0.20640583789077
"Islas Caimán","CYM",2023,3.64092096854627
"Chipre","CYP",2000,2.74345132203368
"Chipre","CYP",2010,1.88138203943318
"Chipre","CYP",2023,3.81221826103813
"República Checa","CZE",2000,1.75947549849747
"República Checa","CZE",2010,-0.485125297413731
"República Checa","CZE",2023,8.12594136636018
"Alemania","DEU",2000,-0.343812764756009
"Alemania","DEU",2010,0.682498550164752
"Alemania","DEU",2023,6.14291652076442
"Djibouti","DJI",2000,NA
"Djibouti","DJI",2010,NA
"Djibouti","DJI",2023,2.39662979617457
"Dominica","DMA",2000,-1.78273060588334
"Dominica","DMA",2010,0.929049061895853
"Dominica","DMA",2023,2.08922149000234
"Dinamarca","DNK",2000,3.01337858164912
"Dinamarca","DNK",2010,3.18685979296221
"Dinamarca","DNK",2023,-3.78891799880031
"República Dominicana","DOM",2000,7.21804471469494
"República Dominicana","DOM",2010,5.3493113436178
"República Dominicana","DOM",2023,5.7871768273554
"Argelia","DZA",2000,22.6780091895684
"Argelia","DZA",2010,15.5569181218379
"Argelia","DZA",2023,0.854841037314543
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP",2000,2.63973022261635
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP",2010,6.26499886932319
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP",2023,4.60143307078241
"inicial del dividendo demográfico","EAR",2000,7.21804471469494
"inicial del dividendo demográfico","EAR",2010,7.00928360259741
"inicial del dividendo demográfico","EAR",2023,4.80427142694981
"Asia oriental y el Pacífico","EAS",2000,2.59524775266473
"Asia oriental y el Pacífico","EAS",2010,2.94861183213928
"Asia oriental y el Pacífico","EAS",2023,4.09957591317935
"Europa y Asia central (excluido altos ingresos)","ECA",2000,27.1617380473374
"Europa y Asia central (excluido altos ingresos)","ECA",2010,8.90130951132168
"Europa y Asia central (excluido altos ingresos)","ECA",2023,7.90666411689693
"Europa y Asia central","ECS",2000,4.47967905605343
"Europa y Asia central","ECS",2010,1.95449347938568
"Europa y Asia central","ECS",2023,6.29282793928431
"Ecuador","ECU",2000,-11.6834509266758
"Ecuador","ECU",2010,9.01371738601253
"Ecuador","ECU",2023,2.28375927738441
"Egipto, República Árabe de","EGY",2000,3.9444069943829
"Egipto, República Árabe de","EGY",2010,10.1068646295721
"Egipto, República Árabe de","EGY",2023,24.7990758719001
"Zona del Euro","EMU",2000,3.00679251713987
"Zona del Euro","EMU",2010,0.836737273982592
"Zona del Euro","EMU",2023,6.1890982952545
"Eritrea","ERI",2000,24.9775947531466
"Eritrea","ERI",2010,-16.2281996990874
"Eritrea","ERI",2023,NA
"España","ESP",2000,3.41275208349518
"España","ESP",2010,0.292837731273394
"España","ESP",2023,6.23528006974459
"Estonia","EST",2000,3.68470254992069
"Estonia","EST",2010,1.81653769106526
"Estonia","EST",2023,8.05478638343502
"Etiopía","ETH",2000,6.79999995365588
"Etiopía","ETH",2010,1.44457231740682
"Etiopía","ETH",2023,32.9130722654676
"Unión Europea","EUU",2000,3.27013371224606
"Unión Europea","EUU",2010,0.920113149429753
"Unión Europea","EUU",2023,6.29005505455038
"Frágiles y situaciones de conflicto afectados","FCS",2000,9.77706144512396
"Frágiles y situaciones de conflicto afectados","FCS",2010,6.21117756070004
"Frágiles y situaciones de conflicto afectados","FCS",2023,6.07879338818262
"Finlandia","FIN",2000,1.63739243267639
"Finlandia","FIN",2010,0.348872946424805
"Finlandia","FIN",2023,3.47743748643397
"Fiji","FJI",2000,-4.71987387917059
"Fiji","FJI",2010,4.22978499907929
"Fiji","FJI",2023,4.09957591317935
"Francia","FRA",2000,1.41757333768415
"Francia","FRA",2010,1.089446423803
"Francia","FRA",2023,5.30357173576937
"Islas Feroe","FRO",2000,NA
"Islas Feroe","FRO",2010,6.94863066561592
"Islas Feroe","FRO",2023,4.0731868743961
"Micronesia (Estados Federados de)","FSM",2000,1.07890621048246
"Micronesia (Estados Federados de)","FSM",2010,3.60298457333592
"Micronesia (Estados Federados de)","FSM",2023,6.2097350189978
"Gabón","GAB",2000,28.0893435970034
"Gabón","GAB",2010,16.5643202141089
"Gabón","GAB",2023,-6.86511608258311
"Reino Unido","GBR",2000,1.12168276323006
"Reino Unido","GBR",2010,1.5890807297128
"Reino Unido","GBR",2023,6.88853758661627
"Georgia","GEO",2000,4.67821081510431
"Georgia","GEO",2010,15.9058283591544
"Georgia","GEO",2023,2.94809953907664
"Ghana","GHA",2000,27.230113843564
"Ghana","GHA",2010,16.5956447322347
"Ghana","GHA",2023,40.1057981965589
"Gibraltar","GIB",2000,NA
"Gibraltar","GIB",2010,NA
"Gibraltar","GIB",2023,NA
"Guinea","GIN",2000,6.30012395836252
"Guinea","GIN",2010,16.1026033748334
"Guinea","GIN",2023,6.09250536857687
"Gambia","GMB",2000,2.2169826127346
"Gambia","GMB",2010,5.64433086097335
"Gambia","GMB",2023,15.6019043954952
"Guinea-Bissau","GNB",2000,-22.9323193799366
"Guinea-Bissau","GNB",2010,5.21501552229329
"Guinea-Bissau","GNB",2023,5.17485131385651
"Guinea Ecuatorial","GNQ",2000,64.7350222970558
"Guinea Ecuatorial","GNQ",2010,24.9065341802403
"Guinea Ecuatorial","GNQ",2023,-7.64752019845845
"Grecia","GRC",2000,1.61880051326631
"Grecia","GRC",2010,1.18092065228493
"Grecia","GRC",2023,5.87456208154305
"Granada","GRD",2000,2.86302977239589
"Granada","GRD",2010,0.479792195397422
"Granada","GRD",2023,2.68435391088869
"Groenlandia","GRL",2000,2.11009321468467
"Groenlandia","GRL",2010,2.02760491933817
"Groenlandia","GRL",2023,1.86374739406516
"Guatemala","GTM",2000,6.83011466821127
"Guatemala","GTM",2010,5.13757298846622
"Guatemala","GTM",2023,6.54005195361913
"Guam","GUM",2000,NA
"Guam","GUM",2010,0.237584677615857
"Guam","GUM",2023,NA
"Guyana","GUY",2000,6.58604372567883
"Guyana","GUY",2010,3.97225241927488
"Guyana","GUY",2023,-14.0864299215933
"Ingreso alto","HIC",2000,2.94912854538181
"Ingreso alto","HIC",2010,1.5047865386211
"Ingreso alto","HIC",2023,4.32898504081504
"Hong Kong, Región Administrativa Especial","HKG",2000,-3.39418705231196
"Hong Kong, Región Administrativa Especial","HKG",2010,0.270660047329969
"Hong Kong, Región Administrativa Especial","HKG",2023,2.90860125487062
"Honduras","HND",2000,7.99344674107078
"Honduras","HND",2010,4.67604329499009
"Honduras","HND",2023,6.04752279899292
"Países pobres muy endeudados (PPME)","HPC",2000,8.0972754941041
"Países pobres muy endeudados (PPME)","HPC",2010,5.63761163813462
"Países pobres muy endeudados (PPME)","HPC",2023,5.3013415072477
"Croacia","HRV",2000,4.35088461209688
"Croacia","HRV",2010,0.920113149429753
"Croacia","HRV",2023,11.7403306343319
"Haití","HTI",2000,91.3806637936128
"Haití","HTI",2010,7.39382346704139
"Haití","HTI",2023,31.5119631448975
"Hungría","HUN",2000,9.5965011854622
"Hungría","HUN",2010,2.53120833175369
"Hungría","HUN",2023,15.2103167237835
"Sólo BIRF","IBD",2000,7.38083885101
"Sólo BIRF","IBD",2010,7.00928360259741
"Sólo BIRF","IBD",2023,5.47333895056279
"BIRF y la AIF","IBT",2000,6.83011466821127
"BIRF y la AIF","IBT",2010,6.20154282954809
"BIRF y la AIF","IBT",2023,5.83143840529526
"total de la AIF","IDA",2000,6.468815226824
"total de la AIF","IDA",2010,5.63761163813462
"total de la AIF","IDA",2023,5.96161139111402
"mezcla de la AIF","IDB",2000,2.99889591177187
"mezcla de la AIF","IDB",2010,4.22978499907929
"mezcla de la AIF","IDB",2023,4.09957591317935
"Indonesia","IDN",2000,20.4474568521459
"Indonesia","IDN",2010,15.2642936576449
"Indonesia","IDN",2023,1.53013198443368
"Sólo AIF","IDX",2000,6.79999995365588
"Sólo AIF","IDX",2010,6.20154282954809
"Sólo AIF","IDX",2023,6.09250536857687
"Isla de Man","IMN",2000,3.30467642451447
"Isla de Man","IMN",2010,5.20678784279833
"Isla de Man","IMN",2023,NA
"India","IND",2000,3.64497015989629
"India","IND",2010,10.5260308551661
"India","IND",2023,2.59194954513768
"No clasificado","INX",2000,NA
"No clasificado","INX",2010,NA
"No clasificado","INX",2023,NA
"Irlanda","IRL",2000,6.87495031924017
"Irlanda","IRL",2010,-2.85830310917899
"Irlanda","IRL",2023,3.62187156697593
"Irán, República Islámica del","IRN",2000,24.9292605173053
"Irán, República Islámica del","IRN",2010,15.882625978134
"Irán, República Islámica del","IRN",2023,30.4931404726564
"Iraq","IRQ",2000,24.7463688646273
"Iraq","IRQ",2010,16.5867407502258
"Iraq","IRQ",2023,-15.5347237850081
"Islandia","ISL",2000,4.02479335088017
"Islandia","ISL",2010,6.36885447339459
"Islandia","ISL",2023,5.78751518746952
"Israel","ISR",2000,1.98521809925423
"Israel","ISR",2010,1.19085795447631
"Israel","ISR",2023,4.54962642927481
"Italia","ITA",2000,1.75602880174426
"Italia","ITA",2010,0.597839702916559
"Italia","ITA",2023,5.91461605792436
"Jamaica","JAM",2000,10.5870802513251
"Jamaica","JAM",2010,9.81023516820396
"Jamaica","JAM",2023,11.2461389383731
"Jordania","JOR",2000,-0.413869577569187
"Jordania","JOR",2010,8.07745609713074
"Jordania","JOR",2023,1.82791592575342
"Japón","JPN",2000,-1.33626008992121
"Japón","JPN",2010,-1.88074195006213
"Japón","JPN",2023,4.06819848886964
"Kazajstán","KAZ",2000,17.4264026783762
"Kazajstán","KAZ",2010,19.5422853937296
"Kazajstán","KAZ",2023,9.52224688247536
"Kenya","KEN",2000,6.07984848923864
"Kenya","KEN",2010,1.63919964802533
"Kenya","KEN",2023,6.10780209189015
"Kirguistán","KGZ",2000,27.1617380473374
"Kirguistán","KGZ",2010,10.0339035419669
"Kirguistán","KGZ",2023,19.8591989518512
"Camboya","KHM",2000,-3.23183761779971
"Camboya","KHM",2010,6.26499886932319
"Camboya","KHM",2023,1.01760752523781
"Kiribati","KIR",2000,0.999325838938006
"Kiribati","KIR",2010,-0.858180747963971
"Kiribati","KIR",2023,8.7035532168332
"Saint Kitts y Nevis","KNA",2000,-5.75137393409402
"Saint Kitts y Nevis","KNA",2010,0.628549213284927
"Saint Kitts y Nevis","KNA",2023,3.33799687467391
"Corea, República de","KOR",2000,1.02176500548737
"Corea, República de","KOR",2010,2.73749683726491
"Corea, República de","KOR",2023,2.06407396162432
"Kuwait","KWT",2000,20.521710179026
"Kuwait","KWT",2010,11.1033505813839
"Kuwait","KWT",2023,-8.06536067457306
"América Latina y el Caribe (excluido altos ingresos)","LAC",2000,6.21808990453431
"América Latina y el Caribe (excluido altos ingresos)","LAC",2010,5.3860653879626
"América Latina y el Caribe (excluido altos ingresos)","LAC",2023,5.91734981317416
"República Democrática Popular Lao","LAO",2000,24.7977766095657
"República Democrática Popular Lao","LAO",2010,9.19657111138675
"República Democrática Popular Lao","LAO",2023,24.4217202066693
"Líbano","LBN",2000,-2.08798314732812
"Líbano","LBN",2010,0.578606723263135
"Líbano","LBN",2023,202.907703485723
"Liberia","LBR",2000,53.8122567933531
"Liberia","LBR",2010,6.51200368905668
"Liberia","LBR",2023,4.8121348688661
"Libia","LBY",2000,13.3068623002662
"Libia","LBY",2010,19.278545342939
"Libia","LBY",2023,-5.34146995735976
"Santa Lucía","LCA",2000,1.11583405037081
"Santa Lucía","LCA",2010,5.42281943230741
"Santa Lucía","LCA",2023,1.49011520385767
"América Latina y el Caribe","LCN",2000,4.56004348660028
"América Latina y el Caribe","LCN",2010,4.66587233874676
"América Latina y el Caribe","LCN",2023,3.55292131750056
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC",2000,6.35158672796916
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC",2010,6.26499886932319
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC",2023,5.91391099076696
"Países de ingreso bajo","LIC",2000,9.95129683328201
"Países de ingreso bajo","LIC",2010,5.64097124955398
"Países de ingreso bajo","LIC",2023,6.02467833682891
"Liechtenstein","LIE",2000,1.55252192703072
"Liechtenstein","LIE",2010,NA
"Liechtenstein","LIE",2023,NA
"Sri Lanka","LKA",2000,7.27743020932476
"Sri Lanka","LKA",2010,26.9348761761573
"Sri Lanka","LKA",2023,16.6674742441681
"Países de ingreso mediano bajo","LMC",2000,6.07984848923864
"Países de ingreso mediano bajo","LMC",2010,8.07745609713074
"Países de ingreso mediano bajo","LMC",2023,6.08564937837974
"Ingreso mediano y bajo","LMY",2000,7.87758076554194
"Ingreso mediano y bajo","LMY",2010,6.8992650940543
"Ingreso mediano y bajo","LMY",2023,5.83143840529526
"Lesotho","LSO",2000,6.30021825194582
"Lesotho","LSO",2010,5.33711013720971
"Lesotho","LSO",2023,-0.368097835928623
"avanzada del dividendo demográfico","LTE",2000,5.96172044816086
"avanzada del dividendo demográfico","LTE",2010,5.50170840316412
"avanzada del dividendo demográfico","LTE",2023,5.47350813061986
"Lituania","LTU",2000,1.33167340047487
"Lituania","LTU",2010,2.12172150752954
"Lituania","LTU",2023,9.0217556386887
"Luxemburgo","LUX",2000,4.60847350000999
"Luxemburgo","LUX",2010,4.64841750360225
"Luxemburgo","LUX",2023,6.29005505455038
"Letonia","LVA",2000,3.77491627532211
"Letonia","LVA",2010,-0.483861317727076
"Letonia","LVA",2023,6.03923850637449
"Región Administrativa Especial de Macao, China","MAC",2000,-1.74586574852759
"Región Administrativa Especial de Macao, China","MAC",2010,4.79057327948998
"Región Administrativa Especial de Macao, China","MAC",2023,4.63587983513787
"Isla de San Martín (parte francesa)","MAF",2000,NA
"Isla de San Martín (parte francesa)","MAF",2010,NA
"Isla de San Martín (parte francesa)","MAF",2023,NA
"Marruecos","MAR",2000,-1.76759868448363
"Marruecos","MAR",2010,0.647501047462967
"Marruecos","MAR",2023,6.36094888191869
"Mónaco","MCO",2000,1.39857560337128
"Mónaco","MCO",2010,1.06946196046083
"Mónaco","MCO",2023,5.30290144286643
"República de Moldova","MDA",2000,27.328751985976
"República de Moldova","MDA",2010,33.3049320977984
"República de Moldova","MDA",2023,9.2778242250748
"Madagascar","MDG",2000,11.5703529669413
"Madagascar","MDG",2010,10.2185410293303
"Madagascar","MDG",2023,7.46514940472542
"Maldivas","MDV",2000,2.03241260876274
"Maldivas","MDV",2010,3.34374733032874
"Maldivas","MDV",2023,1.88425401280709
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA",2000,11.9091729389784
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA",2010,10.8459974219042
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA",2023,1.82791592575342
"México","MEX",2000,10.6979645467813
"México","MEX",2010,4.37296439073866
"México","MEX",2023,4.48311577788125
"Islas Marshall","MHL",2000,-1.1157329105915
"Islas Marshall","MHL",2010,0.955505038419616
"Islas Marshall","MHL",2023,6.51974948608529
"Ingreso mediano","MIC",2000,7.0240796914531
"Ingreso mediano","MIC",2010,7.00928360259741
"Ingreso mediano","MIC",2023,5.83143840529526
"Macedonia del Norte","MKD",2000,8.17838315960276
"Macedonia del Norte","MKD",2010,2.04128302301487
"Macedonia del Norte","MKD",2023,7.76656608250489
"Malí","MLI",2000,-0.619727920385088
"Malí","MLI",2010,3.12168308887819
"Malí","MLI",2023,2.1918487834367
"Malta","MLT",2000,-9.89868766410321
"Malta","MLT",2010,2.76562917696803
"Malta","MLT",2023,5.27725464427249
"Myanmar","MMR",2000,2.46177398804086
"Myanmar","MMR",2010,7.04321189366061
"Myanmar","MMR",2023,10.7876664463339
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA",2000,10.4416072420693
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA",2010,10.3477544459983
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA",2023,2.92366213121669
"Montenegro","MNE",2000,32.8964982204042
"Montenegro","MNE",2010,1.60420269843273
"Montenegro","MNE",2023,10.5429703323513
"Mongolia","MNG",2000,11.999691388142
"Mongolia","MNG",2010,39.1781879703741
"Mongolia","MNG",2023,21.7690280161027
"Mariana","MNP",2000,NA
"Mariana","MNP",2010,-0.880503144654085
"Mariana","MNP",2023,NA
"Mozambique","MOZ",2000,11.6155528700327
"Mozambique","MOZ",2010,7.64522798725267
"Mozambique","MOZ",2023,5.3013415072477
"Mauritania","MRT",2000,6.35158672796916
"Mauritania","MRT",2010,22.3431687773344
"Mauritania","MRT",2023,3.37147741701096
"Mauricio","MUS",2000,3.4099293453387
"Mauricio","MUS",2010,1.12641892024499
"Mauricio","MUS",2023,6.58941111022855
"Malawi","MWI",2000,30.5339536745164
"Malawi","MWI",2010,12.12722206117
"Malawi","MWI",2023,22.8067220172078
"Malasia","MYS",2000,8.85521685144839
"Malasia","MYS",2010,7.26684593389439
"Malasia","MYS",2023,-1.87225562537837
"América del Norte","NAC",2000,2.26519517470729
"América del Norte","NAC",2010,2.23622200255707
"América del Norte","NAC",2023,3.59839135378085
"Namibia","NAM",2000,11.2811266523565
"Namibia","NAM",2010,3.72589849891101
"Namibia","NAM",2023,6.59887817758647
"Nueva Caledonia","NCL",2000,5.96172044816086
"Nueva Caledonia","NCL",2010,NA
"Nueva Caledonia","NCL",2023,NA
"Níger","NER",2000,3.17839370074471
"Níger","NER",2010,3.47504301438173
"Níger","NER",2023,3.48830909519184
"Nigeria","NGA",2000,22.6737374008784
"Nigeria","NGA",2010,16.342766325307
"Nigeria","NGA",2023,12.6218692275514
"Nicaragua","NIC",2000,8.56622835977541
"Nicaragua","NIC",2010,6.13808678977298
"Nicaragua","NIC",2023,10.781773656599
"Países Bajos","NLD",2000,3.27013371224606
"Países Bajos","NLD",2010,0.710272807048582
"Países Bajos","NLD",2023,7.34374256326598
"Noruega","NOR",2000,15.3333099280118
"Noruega","NOR",2010,5.95536132115183
"Noruega","NOR",2023,-11.0768034229592
"Nepal","NPL",2000,4.47243371871953
"Nepal","NPL",2010,15.1469324490072
"Nepal","NPL",2023,5.74902859335131
"Nauru","NRU",2000,5.56672058214838
"Nauru","NRU",2010,-9.77529314788642
"Nauru","NRU",2023,6.59678707770139
"Nueva Zelandia","NZL",2000,2.8848785091145
"Nueva Zelandia","NZL",2010,3.15972682701364
"Nueva Zelandia","NZL",2023,4.14984857819299
"Miembros OCDE","OED",2000,3.14175614694759
"Miembros OCDE","OED",2010,1.20307231890119
"Miembros OCDE","OED",2023,6.03768636266751
"Omán","OMN",2000,17.5450242892462
"Omán","OMN",2010,14.3749912143336
"Omán","OMN",2023,-4.73311882118645
"Otros Estados pequeos","OSS",2000,2.87117361690277
"Otros Estados pequeos","OSS",2010,2.32350560820061
"Otros Estados pequeos","OSS",2023,4.82565830819197
"Pakistán","PAK",2000,68.0104449967103
"Pakistán","PAK",2010,10.5886442624245
"Pakistán","PAK",2023,25.9899711408111
"Panamá","PAN",2000,-1.5225069769965
"Panamá","PAN",2010,2.55070367962715
"Panamá","PAN",2023,1.70673831397947
"Perú","PER",2000,3.5247200388048
"Perú","PER",2010,5.71072859407522
"Perú","PER",2023,6.3353956438818
"Filipinas","PHL",2000,5.81693354424897
"Filipinas","PHL",2010,4.37088436444888
"Filipinas","PHL",2023,4.60143307078241
"Palau","PLW",2000,6.46792407996581
"Palau","PLW",2010,-0.0645345108797954
"Palau","PLW",2023,8.24170916269065
"Papua Nueva Guinea","PNG",2000,13.1024180405978
"Papua Nueva Guinea","PNG",2010,9.9171611234198
"Papua Nueva Guinea","PNG",2023,-4.3417792130993
"Polonia","POL",2000,6.05771219530757
"Polonia","POL",2010,1.57921733174169
"Polonia","POL",2023,9.86569270234997
"previa al dividendo demográfico","PRE",2000,8.5066010783456
"previa al dividendo demográfico","PRE",2010,6.51200368905668
"previa al dividendo demográfico","PRE",2023,4.8121348688661
"Puerto Rico (US)","PRI",2000,3.29507191678124
"Puerto Rico (US)","PRI",2010,2.49409859201761
"Puerto Rico (US)","PRI",2023,3.46492166645484
"Corea, República Popular Democrática de","PRK",2000,NA
"Corea, República Popular Democrática de","PRK",2010,NA
"Corea, República Popular Democrática de","PRK",2023,NA
"Portugal","PRT",2000,3.42026966696693
"Portugal","PRT",2010,0.782135853055536
"Portugal","PRT",2023,7.0271539680901
"Paraguay","PRY",2000,14.6645054427207
"Paraguay","PRY",2010,4.65570138250342
"Paraguay","PRY",2023,2.17499450130833
"Ribera Occidental y Gaza","PSE",2000,10.4416072420693
"Ribera Occidental y Gaza","PSE",2010,13.1963162481764
"Ribera Occidental y Gaza","PSE",2023,-2.42974331682846
"Estados pequeos de las Islas del Pacfico","PSS",2000,2.17897058141293
"Estados pequeos de las Islas del Pacfico","PSS",2010,1.47170880333948
"Estados pequeos de las Islas del Pacfico","PSS",2023,6.59678707770139
"posterior al dividendo demográfico","PST",2000,1.88703379262532
"posterior al dividendo demográfico","PST",2010,1.19148459088331
