"country_name","country_code","anio","tasa de gasto publico"
"Sierra Leona","SLE",2023,0.481397094630509
"El Salvador","SLV",2000,2.37917501215526
"El Salvador","SLV",2010,2.59128386336866
"El Salvador","SLV",2023,3.3162226024607
"San Marino","SMR",2000,NA
"San Marino","SMR",2010,NA
"San Marino","SMR",2023,NA
"República Federal de Somalia","SOM",2000,NA
"República Federal de Somalia","SOM",2010,NA
"República Federal de Somalia","SOM",2023,4.98315515778955
"Serbia","SRB",2000,7.40205413365929
"Serbia","SRB",2010,0.792722287545217
"Serbia","SRB",2023,-2.40872997214416
"África al sur del Sahara (excluido altos ingresos)","SSA",2000,2.57360231575596
"África al sur del Sahara (excluido altos ingresos)","SSA",2010,3.49193619253482
"África al sur del Sahara (excluido altos ingresos)","SSA",2023,0.0252259265540005
"Sudán del Sur","SSD",2000,NA
"Sudán del Sur","SSD",2010,NA
"Sudán del Sur","SSD",2023,NA
"África al sur del Sahara","SSF",2000,2.68018280547932
"África al sur del Sahara","SSF",2010,3.48597996709192
"África al sur del Sahara","SSF",2023,-0.22596623624618
"Pequeños Estados","SST",2000,2.69129723411552
"Pequeños Estados","SST",2010,0.372558449876919
"Pequeños Estados","SST",2023,1.19826822555402
"Santo Tomé y Príncipe","STP",2000,NA
"Santo Tomé y Príncipe","STP",2010,NA
"Santo Tomé y Príncipe","STP",2023,NA
"Suriname","SUR",2000,NA
"Suriname","SUR",2010,NA
"Suriname","SUR",2023,NA
"República Eslovaca","SVK",2000,2.82373130618714
"República Eslovaca","SVK",2010,2.11952338339778
"República Eslovaca","SVK",2023,-0.644718476327341
"Eslovenia","SVN",2000,3.79082615967185
"Eslovenia","SVN",2010,0.045744835441468
"Eslovenia","SVN",2023,2.38443680037273
"Suecia","SWE",2000,-0.773606662944118
"Suecia","SWE",2010,1.31671656256411
"Suecia","SWE",2023,1.48730530176458
"Eswatini","SWZ",2000,NA
"Eswatini","SWZ",2010,NA
"Eswatini","SWZ",2023,5.26605780846401
"Sint Maarten (Dutch part)","SXM",2000,NA
"Sint Maarten (Dutch part)","SXM",2010,NA
"Sint Maarten (Dutch part)","SXM",2023,NA
"Seychelles","SYC",2000,47.5659812014035
"Seychelles","SYC",2010,0.410330074196168
"Seychelles","SYC",2023,26.1002948849945
"República Árabe Siria","SYR",2000,19.1246391577517
"República Árabe Siria","SYR",2010,11.2435406616423
"República Árabe Siria","SYR",2023,NA
"Islas Turcas y Caicos","TCA",2000,NA
"Islas Turcas y Caicos","TCA",2010,NA
"Islas Turcas y Caicos","TCA",2023,NA
"Chad","TCD",2000,10.4536795971987
"Chad","TCD",2010,8.84909444151636
"Chad","TCD",2023,4.21643701880336
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA",2000,NA
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA",2010,NA
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA",2023,NA
"Europa y Asia central (BIRF y la AIF)","TEC",2000,3.03570312415198
"Europa y Asia central (BIRF y la AIF)","TEC",2010,0.249312074299212
"Europa y Asia central (BIRF y la AIF)","TEC",2023,3.95108430347031
"Togo","TGO",2000,0.110612665624487
"Togo","TGO",2010,11.9526357229695
"Togo","TGO",2023,2.55702348784648
"Tailandia","THA",2000,2.75896498645049
"Tailandia","THA",2010,8.93424134640411
"Tailandia","THA",2023,-4.66930103462389
"Tayikistán","TJK",2000,-10.5529516478288
"Tayikistán","TJK",2010,1.17132982952035
"Tayikistán","TJK",2023,-9.1000018356071
"Turkmenistán","TKM",2000,NA
"Turkmenistán","TKM",2010,NA
"Turkmenistán","TKM",2023,NA
"América Latina y el Caribe (BIRF y la AIF)","TLA",2000,1.02389151364774
"América Latina y el Caribe (BIRF y la AIF)","TLA",2010,3.81468256605604
"América Latina y el Caribe (BIRF y la AIF)","TLA",2023,2.77984691450372
"Timor-Leste","TLS",2000,NA
"Timor-Leste","TLS",2010,2.11815632313368
"Timor-Leste","TLS",2023,-0.821728912911382
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN",2000,6.71586184145714
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN",2010,1.58605368271101
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN",2023,-0.0130796897646235
"Tonga","TON",2000,1.86668999197508
"Tonga","TON",2010,4.0384341959894
"Tonga","TON",2023,1.03222188783687
"Asia meridional (BIRF y la AIF)","TSA",2000,1.46079490943978
"Asia meridional (BIRF y la AIF)","TSA",2010,5.25821785810712
"Asia meridional (BIRF y la AIF)","TSA",2023,7.46698015475205
"África al sur del Sahara (BIRF y la AIF)","TSS",2000,2.6801828054793
"África al sur del Sahara (BIRF y la AIF)","TSS",2010,3.48597996709192
"África al sur del Sahara (BIRF y la AIF)","TSS",2023,-0.22596623624618
"Trinidad y Tobago","TTO",2000,NA
"Trinidad y Tobago","TTO",2010,NA
"Trinidad y Tobago","TTO",2023,NA
"Túnez","TUN",2000,9.88643880032581
"Túnez","TUN",2010,26.3634240192959
"Túnez","TUN",2023,-2.400095289143
"Turquía","TUR",2000,4.49714508451962
"Turquía","TUR",2010,1.74122197358344
"Turquía","TUR",2023,2.43334352782296
"Tuvalu","TUV",2000,NA
"Tuvalu","TUV",2010,NA
"Tuvalu","TUV",2023,NA
"Tanzanía","TZA",2000,2.19048540266864
"Tanzanía","TZA",2010,-9.738250050597
"Tanzanía","TZA",2023,10.6545434533472
"Uganda","UGA",2000,-4.60940428954763
"Uganda","UGA",2010,18.4058468207961
"Uganda","UGA",2023,3.82117979459018
"Ucrania","UKR",2000,0.999999956816538
"Ucrania","UKR",2010,4.26053474847848
"Ucrania","UKR",2023,9.19973053842374
"Ingreso mediano alto","UMC",2000,NA
"Ingreso mediano alto","UMC",2010,NA
"Ingreso mediano alto","UMC",2023,NA
"Uruguay","URY",2000,NA
"Uruguay","URY",2010,NA
"Uruguay","URY",2023,NA
"Estados Unidos","USA",2000,6.37555709521133
"Estados Unidos","USA",2010,-0.0501956178765681
"Estados Unidos","USA",2023,2.92755862412058
"Uzbekistán","UZB",2000,NA
"Uzbekistán","UZB",2010,NA
"Uzbekistán","UZB",2023,1.1309068573434
"San Vicente y las Granadinas","VCT",2000,NA
"San Vicente y las Granadinas","VCT",2010,NA
"San Vicente y las Granadinas","VCT",2023,NA
"Venezuela","VEN",2000,4.18489938213101
"Venezuela","VEN",2010,2.14400148238651
"Venezuela","VEN",2023,NA
"Islas Vírgenes Británicas","VGB",2000,NA
"Islas Vírgenes Británicas","VGB",2010,NA
"Islas Vírgenes Británicas","VGB",2023,NA
"Islas Vírgenes (EE.UU.)","VIR",2000,NA
"Islas Vírgenes (EE.UU.)","VIR",2010,5.08326029798422
"Islas Vírgenes (EE.UU.)","VIR",2023,NA
"Viet Nam","VNM",2000,5.01323604834769
"Viet Nam","VNM",2010,12.2831752611227
"Viet Nam","VNM",2023,4.58000008080151
"Vanuatu","VUT",2000,NA
"Vanuatu","VUT",2010,5.04309340787327
"Vanuatu","VUT",2023,NA
"Mundo","WLD",2000,3.51599753006981
"Mundo","WLD",2010,1.21316598443461
"Mundo","WLD",2023,2.03861840039235
"Samoa","WSM",2000,NA
"Samoa","WSM",2010,7.50853303295389
"Samoa","WSM",2023,-4.62096851147113
"Kosovo","XKX",2000,NA
"Kosovo","XKX",2010,8.22228434331372
"Kosovo","XKX",2023,5.89966631848657
"Yemen, Rep. del","YEM",2000,-2.67477480803866
"Yemen, Rep. del","YEM",2010,-13.3907698207469
"Yemen, Rep. del","YEM",2023,NA
"Sudáfrica","ZAF",2000,2.92853864920338
"Sudáfrica","ZAF",2010,-0.278889797629816
"Sudáfrica","ZAF",2023,1.87214615048961
"Zambia","ZMB",2000,NA
"Zambia","ZMB",2010,NA
"Zambia","ZMB",2023,NA
"Zimbabwe","ZWE",2000,NA
"Zimbabwe","ZWE",2010,11.9963937566913
"Zimbabwe","ZWE",2023,13.8618147081213
